K,TEC,PR,YM,Biot,K1C,Shmin,Tres,Pres,KvKh,FcK,weights
347.2975938664325,7.501983218098759e-6,0.34181407474911973,1.2448976881764773e7,0.6342888132488583,822.8363304249394,371.1314024018298,91.37041140470915,238.9238127422057,0.6672717288485739,-1.795514807641304,0.0003180384300361199
108.2591077730659,6.462506481880579e-6,0.33691626637294464,1.2581808341949966e7,0.7015836604860936,495.6823171781122,371.54748999741776,98.13092423257973,237.8162675516112,0.8143945557673185,-1.460305676232864,0.0010190885232307795
169.8334805095793,7.706651124886022e-6,0.3793770739734099,1.1085900473537827e7,0.626194739749075,743.1727027428873,403.0017829118521,93.51474071002485,233.85883778800806,0.8148024161999708,-1.4767238450707136,0.0008260366389554078
286.8894016737236,7.307704150644036e-6,0.35337378461314195,1.275900796221388e7,0.6709591280931384,757.6666347122068,394.7877074351117,94.02153885223385,241.77571440868016,0.5898371386628295,-1.7214078726750208,0.001108411364808447
290.589854981671,7.824830866419689e-6,0.3275824224142931,1.3279869113818927e7,0.6517800859370959,944.4404311489072,394.1545929598738,92.00591865120882,240.9289082665538,0.5524527874440335,-1.7234017357586904,0.0003369313422226138
314.2129187265026,7.150534637059378e-6,0.35749486686476384,1.207725499193216e7,0.6339704957384887,822.0821636675786,378.25903796531975,92.82294583020708,233.9388097034166,0.8149326101945,-1.6395235906021193,0.0005811681050213086
163.03253022515395,7.99600617094866e-6,0.3461539321385101,1.0979944304305676e7,0.6423716761267868,724.8294706290231,410.5529570842866,92.40626183794589,233.20406253202236,0.6937567757175774,-1.7939053629247106,0.0009731137250624215
131.11862676890536,7.258632449481074e-6,0.2909358945252603,1.2328027528890768e7,0.6073170998861063,787.3570341786545,401.67291644953707,92.86433738288237,240.4335435405681,0.556389024960992,-1.7074621026504082,0.002952185574639684
316.68920198064075,7.990673217539859e-6,0.3463864584864986,1.219738749371175e7,0.6501630873477388,1068.7258324325085,372.49943584155335,91.43939802680283,240.98836249199724,0.6343111956020202,-1.6049042537757061,0.0002678646276185186
59.007592219922685,6.596407024278082e-6,0.34931306894561726,1.1976380391032247e7,0.5730258087982095,791.7740984182429,400.65689497398245,92.46234823284968,242.99045225443024,0.7927796444054966,-1.9893767574380163,0.0034071492138706247
113.39672376583972,7.932843232932165e-6,0.3457095682281611,1.211376586071035e7,0.6105208032945095,843.9202776479858,378.9809935864272,96.09906650484683,240.1973401942136,0.6036468918761879,-1.6525547330728398,0.0009367416628228812
171.90339990207468,8.453697541088797e-6,0.3290803891557801,1.2277304612004617e7,0.6735062876671345,685.7819654187805,363.16919170289395,94.86529586032113,234.34772728213568,0.6796357369507798,-1.26203174563829,0.0010491318714763817
341.9345384995029,7.5620266067840975e-6,0.39548106939768984,1.1209102383536704e7,0.5327533582974285,942.0135862163462,404.9933323272081,87.13295127813578,239.94924379685918,0.8187151589197428,-1.8039384068989297,0.02277109599889581
214.8529459124621,8.063093202183236e-6,0.338260980072897,1.2815513619535899e7,0.629726968916702,1122.670337327791,368.858584203311,91.9883146864745,236.45733723037765,0.6250826773992844,-1.1481743596859175,0.000781915732393772
303.89416732343415,6.655847871044517e-6,0.34801044217299054,1.2231294456540111e7,0.6711399432802911,873.5457484144625,389.0750511023342,91.49606633276,237.95817800967401,0.6473123883498021,-1.8650493812749014,0.0013695182448146548
125.80150363352492,7.088557234328001e-6,0.3151278038221277,1.266177686827417e7,0.6383297069737915,1002.1074210228046,385.5895531556219,93.73097732898191,246.9537566487242,0.7716150135338092,-1.1501697780607554,0.012019624662234225
267.4215840344501,7.297306440784028e-6,0.31899135078067753,1.3064616505584234e7,0.676603134092734,596.8864045019177,384.2606792484719,95.55123913519994,242.6017403002007,0.6565340917665761,-1.7351648273445734,0.0002528562664806323
263.21789024152605,7.09616621868876e-6,0.3291673708180949,1.3727575273276512e7,0.6932263058441626,949.2976354178002,358.69895790397555,95.19580447845442,238.31957978229886,0.6966648036647641,-1.520623173180465,0.00018411937234576216
173.6961703448548,6.2736048619859516e-6,0.33651267257467427,1.3187256656348664e7,0.6790695094082148,578.6001002071696,369.96329490342396,93.70845873257632,230.1259776081291,0.9302060734382117,-1.801516435981119,0.000991490165896483
206.2472980642006,6.582777531099561e-6,0.3116830208172117,1.2551843156048924e7,0.692697106593372,1089.6814836295894,394.8794003918832,91.27853212820224,235.85022385414908,0.6277359002201902,-1.7439317188142476,0.015863477022505495
291.93885555508433,7.218660404808958e-6,0.3100361045544829,1.2624456807786612e7,0.6776739232493383,990.5058485812186,382.17470642537137,93.26277654249841,236.77059641407865,0.6161687016998413,-1.78485513978684,0.0005364438205931226
109.54722069782956,7.882170110735099e-6,0.3417740300197537,1.2580183507932318e7,0.6231552716286762,888.7496571056712,383.438980656361,93.86202626298794,234.17813087272413,0.6598666572566152,-1.3569926958453442,0.0003152288149757453
355.94019308813375,6.036413545271745e-6,0.28453858563771967,1.355255126649988e7,0.6627615749002389,917.5008781347548,370.37215076695844,89.19305939817075,242.29869975419717,0.7614147346865663,-1.641481167049944,0.0044298377429827325
153.49250595729148,7.37788147306187e-6,0.3302237938124012,1.3961982131920619e7,0.7162917481039854,560.7553112538701,358.16957849116307,94.67210995543213,233.46756164613225,0.8122388028781046,-1.4756159126944774,0.0009079099045972669
131.7235680337955,7.407200762469232e-6,0.2245895100868439,1.2970641381949415e7,0.6692517140513959,1224.8948671857725,361.97046021172184,89.61371410885526,235.91261583063334,0.6439629985471317,-1.077416665003614,0.09328793289392352
208.81690491224546,7.314478097230574e-6,0.29913455190878596,1.1271166279876456e7,0.6301390777376679,953.8669062760702,391.6817969249439,92.20987980179314,242.65369221314864,0.8029454234306115,-1.3731182675244529,0.00617219993821595
114.90469136673573,6.25256372793678e-6,0.2968199725392124,1.3513323036353065e7,0.6332254717329832,1025.5757834238827,376.621121745063,95.831094837464,243.85857817191174,0.5570794849698595,-1.5448816118654178,0.0008578889155409044
214.74384156355484,5.694584714702299e-6,0.3054765106448021,1.3780661387032667e7,0.6596509453709869,605.2460275157983,398.7465995542271,93.78852549364969,242.05979068011754,0.6979650873785721,-1.9405567212155832,0.003864200676306533
168.66478196810388,6.782037490862063e-6,0.2877925931855666,1.2044307039738607e7,0.6347133334639393,981.9473815208315,381.6004689841061,91.08674492578754,243.0896850852394,0.7658882781526081,-1.3412461908813254,0.002364992615957094
326.4414865576606,6.7624597064809e-6,0.2577646716826777,1.3063065836352011e7,0.6560502182294423,968.9437199725072,388.725269516339,89.32475989357216,243.8411938012306,0.6403259870974893,-1.7438721820845173,0.007793460190916312
224.32705151773663,6.918941825300413e-6,0.33770889014054667,1.353041161416111e7,0.6299948101583356,637.8136107766578,385.1028126473667,97.88291730032827,243.3836992046396,0.5353194045159415,-1.5511628906643844,0.0075851070944593715
338.10515176607396,8.220868495778317e-6,0.31678241119435996,1.12060637921781e7,0.6169972949294703,1020.7857875497816,390.4553305854496,96.32520391162397,241.5128919187937,0.6369360110052955,-1.3649202679771315,0.07255166956668706
