K,TEC,PR,YM,Biot,K1C,Shmin,Tres,Pres,KvKh,FcK,weights
134.6316775591689,5.865902418174484e-6,0.2799649553817757,1.1288798946008407e7,0.5948027865996494,814.9447695698454,408.95459504548114,93.07067747422336,237.92847770685853,0.7105767201975658,-1.7799092070941427,0.0075973910565553734
427.8640089897988,8.024413061237182e-6,0.32687765819302006,1.3245983208745552e7,0.6781591427113091,1099.8429778919515,371.13329440153404,93.51089293454282,236.28841192483168,0.7281209720483307,-1.4059398597463653,0.03840712506267142
229.02722944316386,6.1241648528772285e-6,0.30799744439474214,1.2975323026938885e7,0.6723720514633658,1231.1133255335421,403.65006044296484,93.23391942211825,229.42308922838603,0.8347298858660859,-1.6706218389065872,0.01847765986009807
181.59860577459335,8.130208816041278e-6,0.29600474504577257,1.185240869219891e7,0.7261569425997562,594.059966889924,407.68411593285424,92.11964783435391,226.1374840480386,0.6845163606835944,-1.7473209058548822,0.07691213872413696
172.54099956635872,5.759652066624346e-6,0.35300473936951204,1.3520061730464298e7,0.5420992835072758,956.7532391518952,411.4621117978398,96.79958348337009,246.21818773719906,0.8493991538941796,-0.949343826763446,0.08773253554852331
229.08431341802182,5.237720185271761e-6,0.2966044435846369,1.2103430212861557e7,0.505657397744951,1148.5537451060304,399.1191027825144,96.91745686845557,238.8729257700964,0.6340006713570371,-1.3903625825928856,0.07393416004926098
362.8526155824736,4.176298661160961e-6,0.25020438622188124,1.1783194516088752e7,0.7349592759639206,537.1806944923885,379.25349791073074,86.59263156335913,242.95291336864167,0.6927358971413726,-1.7070157136122441,0.4813435159087762
52.71724311141688,5.701165156126348e-6,0.344582051523737,1.303521347311448e7,0.5783119649494356,699.937911894177,378.9828878937915,94.58100318500142,240.91071614954032,0.7826194327096949,-1.8507167096100454,16.550364814010887
439.68550086731216,7.235273979082386e-6,0.3633833319994769,1.2091001789112093e7,0.6758747118539614,843.4268135328592,357.5740510724416,89.83700433423012,240.83267969487852,0.6754297378849302,-1.4879098126600843,0.052020595382399115
132.49008810703944,6.558642149077449e-6,0.2461950553756797,1.3932474273716323e7,0.7284906564858811,977.2606053497694,397.0841271417381,94.06280314027877,237.50213836400007,0.6696432246445161,-1.2379053140799565,0.06335757241262638
350.76526158357785,7.397284212667784e-6,0.26577818595696934,1.4272280796581473e7,0.6687513588462942,941.0319549129707,362.4927396225423,93.20122826901752,237.4161057262414,0.7003042061791951,-1.6349790820479018,0.019574786209709625
238.35322691503518,7.487900421758494e-6,0.32067541242874426,1.1223428685324531e7,0.7532179078968071,1072.127393935069,399.95515421001045,89.84909920310702,236.6734070209567,0.740773795196677,-1.9467153118514005,0.1289468874686005
71.11036223410653,5.8452748696203915e-6,0.380180314956941,1.3995323986653935e7,0.5459460840279138,1108.9252078671384,427.9190146011828,98.8327579996191,233.0195456910746,0.9873287017286234,-1.504158912709059,0.2337423974540725
349.55176510932387,6.3017285278659e-6,0.228706750193404,1.309556314176586e7,0.5938101413374607,1163.4170933312782,390.7125487907955,92.86824633257564,239.74370458182267,0.7881731239433901,-1.7886235642527561,0.03535228880354923
282.849095797832,7.347648861894535e-6,0.3009896398323168,1.1968235793217137e7,0.6566479190465417,734.6280118493218,377.32121545394466,97.84055860304827,242.9526375417676,0.5549858021228233,-1.4408840828600424,0.02167439992951722
164.38155574609385,6.450122954946125e-6,0.2806596133045235,1.4020812353199199e7,0.6440966275225487,639.1791590901751,397.0376647097323,88.75874581700967,247.11956162491694,0.6852505654813944,-1.6159226270502487,0.17571979676386074
342.13043348449906,5.7796055197081914e-6,0.39011803388078775,1.0875356275869528e7,0.522030547203972,1141.8365864135537,404.7173339952677,89.77448108392086,237.64516462542056,0.7088340632001678,-1.7008658571713862,0.29382993550490605
173.3456339738924,8.436174262008664e-6,0.32806653116536244,1.2601710881298311e7,0.6539209435747505,1106.5671635923086,403.6879870085813,92.39774125555083,238.52472363815494,0.8340787831946889,-1.5370042241861945,0.017735560579587265
82.50034670974495,6.648517099171695e-6,0.2790849768457941,1.324591681075145e7,0.6523781682869643,779.7132580538103,395.7764593402749,90.55055531187723,237.7235403726633,0.7013919500456777,-1.5349987107043286,0.013644017793229461
142.01695622487165,6.094344642482738e-6,0.2799076811716747,1.310835575686363e7,0.6324991003368677,925.5334966004228,417.7618563837816,94.8763060363395,237.02706360113382,0.8225115070637364,-1.4728456128587917,0.0035167148977885716
