K,TEC,PR,YM,Biot,K1C,Shmin,Tres,Pres,KvKh,FcK,weights
265.23560524292293,7.717696816851415e-6,0.35643457946589274,1.3132206760056885e7,0.6960468742545444,1088.6184346367488,371.62930837275985,91.84197969510473,237.6367093455904,0.6312669944179201,-1.3954584932113279,0.01814944890534928
156.30523808190136,8.025004029817118e-6,0.33170269376997535,1.3411343648249017e7,0.7415195050720432,863.0707120481037,359.2465275773745,96.9375314124511,230.7671013230138,0.6794910610083666,-1.3627912905926518,0.011259062154899581
303.72825891757617,6.2434432268151795e-6,0.27807436587193374,1.217434339480718e7,0.7426570394896648,1011.4386152524921,380.87125765762045,94.18520169771702,233.89196388564477,0.7547761074827419,-1.606277541312369,0.008015536993213253
404.88097594717425,7.3180269384429704e-6,0.29123079722887907,1.2728865035520043e7,0.7422741266363684,794.8280067846053,411.27356709740195,92.86277316383432,239.15209398428757,0.7939679971611672,-1.890211189443442,0.0084331060175796
167.5520223071071,6.992854988760218e-6,0.3121037310459,1.2384346358048491e7,0.5835416500428376,717.4649206180701,427.2079371444188,95.84054808286332,239.3435201655488,0.8288629861281734,-1.7072097857036064,0.014656524255507635
229.26786996141766,7.53069091122085e-6,0.32017216520595326,1.370278246315717e7,0.6519488289668428,720.3514978204582,374.2480871407867,94.59178887329188,235.84741168427158,0.8651114601351675,-1.2849620860705455,0.022711429576190028
340.99016845933534,6.984415971426632e-6,0.2870602722929754,1.339189237118005e7,0.7030823228010391,1001.7416168827523,380.4558423763946,95.75367860147288,237.60321173746624,0.5575382204611646,-1.504181231945082,0.0070321386833769725
228.86505893228937,7.25563041483166e-6,0.28764922295068995,1.2534096221802806e7,0.7091329502676711,966.7319211957239,383.24127393807674,90.11204834905783,229.6164870619097,0.770271188502514,-1.5752991498134503,0.005976047239888297
180.7635750050271,7.100262943561687e-6,0.34638350165708,1.2704044142879533e7,0.56154934742869,942.6884453118611,461.0609705008174,90.1571224501671,241.9175792291107,0.8508595680393314,-1.9547362320166095,0.044719872812264486
133.85981466634342,5.842801809645713e-6,0.3695491674167139,1.3723849291737733e7,0.5896345125219211,900.1152615541032,423.5308261984177,94.79854439173086,244.18566036716726,0.8294480738705964,-1.8302536290058595,0.014769939125727488
62.36728642091242,5.9537729533377104e-6,0.31819619565271434,1.1323393133212313e7,0.6190800919395767,1021.5382938612975,442.5743039632133,95.6009795001545,235.4441343991265,0.8540363054402205,-1.8184510433404377,0.025046481292061717
266.100301587281,6.5879505416833476e-6,0.32439051351890613,1.2243820915491533e7,0.6696987960868555,533.1940253544792,401.0064810249617,99.1157399163493,234.15196506409617,0.6134467963645542,-1.6518466330927124,0.018178396628372673
340.8213681109936,7.048425647510729e-6,0.38246909488232367,1.3287065972773222e7,0.6480865146434331,957.5221852724918,442.61785139778334,97.44210405612502,236.42729315751305,0.6716810605084776,-1.882183898451424,0.07744991469562945
210.71527567654425,6.687077112284649e-6,0.3383084282895054,1.1314446053571202e7,0.6109473243880706,899.2033568342223,372.48844155585044,92.77838503610766,233.27992061754526,0.5301752304656726,-1.8585524673815015,0.00740698395394176
237.9534092393658,7.173075289609734e-6,0.27025089308038563,1.4334229969089394e7,0.6734495379416179,1127.2594084279071,386.88379826857863,89.38131698308172,235.3024282123136,0.6510273817074121,-1.8964761238292995,0.015951119104268635
190.22576063717048,6.0011750646941515e-6,0.28071907629015613,1.3575582938800307e7,0.656647647021707,1036.913828175067,414.7719797750563,95.98007131677777,230.95328519440082,0.7542542241428681,-1.5915398379136394,0.00625914923874541
53.564490421207296,7.125909074568096e-6,0.3578729115529454,1.1742972962725885e7,0.6300427884685941,847.1566959533118,394.7964748625136,97.58344492411979,235.7661230811824,0.6465932257829996,-1.515473815986522,0.00834640910097936
341.8054322507022,5.734317419210719e-6,0.32121545391041184,1.3410146410199776e7,0.7267675447069233,945.23688690827,425.93164476789855,94.63508591516381,235.56368118560837,0.6239318305280238,-1.9166062895725564,0.025378776273777694
208.70916952083442,7.163910971152193e-6,0.2890908347117084,1.1407460038509883e7,0.6079220839410703,1283.1111738801387,401.7828420199948,89.29222858432365,231.45081344699764,0.7421937628686784,-1.5831864739573738,0.016559939365770313
232.0882488345403,6.880175526766493e-6,0.3104092918966306,1.2411446702081501e7,0.7203221254866303,1034.826502033341,380.84109224913135,90.63362184412946,237.28404736581166,0.6970122517107239,-1.902674261325956,0.00864182952876185
121.5804713361433,7.0265907997226495e-6,0.31224596096945545,1.3508306374264356e7,0.7293811870792885,758.5003683386033,369.65870186907466,95.90150944911004,237.45271173061653,0.5908277630974009,-1.6019292995890309,0.007275928587280925
215.02899647297153,7.3482894843328475e-6,0.39600414331174605,1.1787021053735552e7,0.686412672920077,857.8331709871203,419.9307907970281,95.41349416121552,238.20370853899976,0.9283458436942325,-1.7229192539784959,0.3163755121474715
237.27089136782578,7.877420462528702e-6,0.3379844526792139,1.4149860548281882e7,0.608247162743875,815.0774753313689,414.9076503710778,93.99700259297138,245.65263918633934,0.8570163603213561,-1.4928006391871493,0.028527040316754772
251.67611586912244,7.341755268011987e-6,0.2877838318649874,1.3625392100525577e7,0.7026620189826894,865.2211214497003,390.74884826869726,99.36008784715096,232.50895810953816,0.5642336194358004,-1.7313271822002245,0.03159546171535911
176.35635081478287,6.23001772016269e-6,0.24928368186018382,1.251562898832345e7,0.7503942151862397,1296.1606958064356,391.49939776416954,92.34293941162682,235.61377292580627,0.6203143905329733,-1.6740798831751742,0.03429821758168285
404.5183698630492,7.545928331997809e-6,0.33034761940377433,1.27228302227874e7,0.7616356438890525,875.0215054177835,405.79991110021837,93.96390399224612,240.9754348064019,0.7905019962075515,-1.729689086408512,0.030679005295165224
289.56605833216446,6.968437137740609e-6,0.3050102129039503,1.1050996275757436e7,0.6597909409971875,864.6712770084605,375.71019922814054,94.58413782673223,239.5152194490495,0.5483145223415999,-1.878078505981719,0.006874321599915762
82.18198857421044,8.169214636517546e-6,0.3130909600427739,1.2399666033319457e7,0.6058689407384569,1126.3868280114366,420.9411384181095,94.8989328331249,234.63621132579127,0.6728662302139347,-1.095875690619806,0.034851473497454384
136.44998399613976,7.054861597817493e-6,0.2448264784562435,1.3456545574737227e7,0.765963183926947,715.7412391810668,383.4153880540567,97.06829758818041,239.04714069363828,0.7435684973192763,-1.2724913948944943,0.013327936936284299
